,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Token_id,Trait_count,Ear,Neck,Headgear,Face,Special
9404,Pink Hairband,Light Kimono,Dark Blue,Toothpick,Golden Bean,Human,Closed,9404,9,,,Ayaigasa,,Lightning
9405,Brown Bangs,Red Ninja Top,Dark Purple,420,,Human,Closed,9405,8,,,Distressed Beanie,,Butterfly
9406,Green Samurai,Fur Hoodie,Off White D,Grass,Bat,Human,Closed,9406,10,Chill,,IKZ Baseball Cap,Sleep Mask,
9407,Maroon Short Spiky,Blue Kimono,Off White D,Wheat Straw,,Human,Curious,9407,7,Sword,,,,
9408,Teal Messy,Black Kimono,Off White A,Closed,,Human,Closed,9408,8,Red Spiked Ring,,,Eye Patch,
9409,Silver Pixie,Hoodie with Bag,Off White D,Face Mask,Monk Staff,Red,Determined,9409,7,,,,,
9410,Indigo Disheveled,Green Yukata,Cool Gray,Not Bad,Sakura Katana,Human,Closed,9410,8,,,,Ji Eyeband,
9411,Maroon Bun,Red Qipao with Fur,Off White D,Grass,Katana,Red,Daydreaming,9411,10,,Chill Headphones,Yellow Kanzashi,Eye Scar,
9412,Teal Hairband,Tank Top,Off White C,Relaxed,,Human,Striking,9412,8,,,Sloth Baseball Cap,Bandaid,
9413,Blonde Bun,Red Panda Hoodie,Off White A,Laughing,,Human,Amethyst,9413,7,Blue Cylinder,,,,
9414,Teal Bob,Camo Hoodie,Off White A,Laughing,Fishing Rod,Human,Relaxed,9414,7,,,,,
9415,Black Pink Long,Stitched Samurai Armor,Off White C,Smirk,,Human,Curious,9415,6,,,,,
9416,Maroon Ponytail,Red Panda Kimono,Off White A,Scroll,Fireball,Human,Fire,9416,10,Red Panda,Red Panda Headphones,Red Panda Headband,,
9417,Silver Bun,Vest,Off White A,Grin,Katana,Human,Calm,9417,9,,,Yellow Kanzashi,Red Stripes Face Paint,
9418,Brown Messy,White T-Shirt,Off White B,Toothpick,Hook Sword,Human,Suspicious,9418,8,,,,,Sakura
9419,Maroon Bob,Hoodie,Off White A,Frown,,Human,Calm,9419,9,,Choker,Red Panda Baseball Cap,Red Stripes Face Paint,
9420,Maroon Bun,Red Qipao with Fur,Off White C,Toothpick,Katana,Human,Amethyst,9420,10,Blue Fan,Koi Tattoo,Broken Straw Hat,,
9421,Brown Ponytail,Cat T-Shirt,Off White B,Closed,Coin,Human,Determined,9421,7,,,,,
9422,Blonde Bun,Turquoise Kimono,Off White B,Smirk,Sakura Katana,Human,Striking,9422,7,,,,,
9423,Indigo Ponytail,Turquoise Kimono with Bow,Off White B,Smile,Fireball,Human,Joyful,9423,7,,,,,
9424,Brown Half Bun,Green Yukata,Off White A,Smoking,Lantern,Human,Closed,9424,7,,,,,
9425,Green Flowy,Azuki Track Jacket,Off White C,Closed,Umbrella,Human,Concerned,9425,9,Spiked Ring,,Red Panda Beanie,,
9426,Brown Ponytail,Black Tech Jacket,Cool Gray,Grin,Banner,Human,Daydreaming,9426,8,,,,,Fireflies
9427,Orange Short Spiky,Maroon Yukata,Off White D,Wheat Straw,Kanabo,Human,Curious,9427,7,,,,,
9428,Maroon Bob,Camo Hoodie,Dark Blue,Closed,Banner,Human,Concerned,9428,7,,,,,
9429,Orange Pixie,Blue Bomber,Off White C,Smile,Bean Juice,Human,Calm,9429,7,,,,,
9430,Indigo Fluffy,Red Perfecto Jacket,Cool Gray,Tactical Knife,Fan,Human,Bored,9430,9,,,Beret,Blue Sunglasses,
9431,Maroon Ponytail,Blue Kimono with Bow,Off White D,Grin,,Human,Closed,9431,6,,,,,
9432,Maroon Half Bun,Rain Jacket,Off White C,Laughing,Bat,Human,Relaxed,9432,8,,,,Kabuki Facepaint,
9433,Silver Ponytail,Blue Floral Kimono,Off White C,Tongue Out,Coin,Human,Calm,9433,7,,,,,
9434,Green Flowy,Red Ninja Top,Off White A,Grass,Shinai,Human,Concerned,9434,10,Red Spiked Ring,Towel,Purple Kanzashi,,
9435,Green Spiky,Azuki Tech Jacket,Off White D,Wheat Straw,,Human,Meditating,9435,8,Chill,,,Round Purple Sunglasses,
9436,Indigo Pixie,Tank Top with Jacket,Off White A,Grass,Leather Katana,Human,Hopeful,9436,8,,,,Red Fang Face Paint,
9437,Long Dreadlocks,Red Kimono,Off White A,Relaxed,Zanbato,Human,Closed,9437,9,,Chain,,Blue Sunglasses,
9438,Blonde Pixie,Tank Top with Jacket,Off White C,Tactical Knife,Coin,Human,Hopeful,9438,10,Chill,Koi Tattoo,,Black Glasses,
9439,Blonde Flowy,Vegan Mink Coat,Off White D,Closed,Coin,Human,Daydreaming,9439,8,,,IKZ Baseball Cap,,
9440,Black Fluffy,Kimono with Straw Hat,Off White C,Relaxed,Hook Sword,Human,Closed,9440,8,,,,Black Glasses,
9441,Orange Samurai,Shinto Robe,Off White D,Closed,,Human,Careless,9441,8,Sakura,Towel,,,
9442,Green Pigtails,Denim Jacket,Off White D,Lipstick,Bokken,Human,Calm,9442,9,,,Distressed Beanie,Clear Glasses,
9443,Teal Bob,Blue Bomber,Off White C,Closed,Sake,Human,Daydreaming,9443,7,,,,,
9444,Blue Nightshade Half Bun,Vegan Mink Coat,Off White A,Chewing,Umbrella,Human,Determined,9444,8,,,Black Bucket Hat,,
9445,Orange Swept Back,Bloody Bomber,Off White A,Whistling,Fan,Human,Closed,9445,8,,,,Seer Eyeband,
9446,Spirit Ponytail,Hoodie,Dark Blue,Lipstick,,Spirit,Striking,9446,8,,Choker,,,Earth
9447,Purple Spiky,Tank Top,Off White A,Bubble Gum,Shuriken,Human,White,9447,8,,,Cowboy Hat,,
9448,Blue Half Bun,Red Panda T-Shirt,Red,Whistling,Fan,Human,Hopeful,9448,8,,,,Bandaid,
9449,Blonde Short Spiky,Denim Jacket,Off White D,Tactical Knife,,Human,Chill,9449,6,,,,,
9450,Silver Ponytail,Blue Floral Kimono,Off White A,Scroll,,Human,Ruby,9450,8,Stud,,,Eye Scar,
9451,Black Disheveled,Black Blazer,Off White A,Smoking,Floorsweeper,Human,Careless,9451,8,,Chain,,,
9452,Green Samurai,Black Perfecto Jacket,Off White A,Long Stubble,,Human,Tired,9452,7,,,,Round Purple Sunglasses,
9453,Magenta Messy,Dress Shirt,Off White A,Toothpick,Shinai,Red,Closed,9453,9,,,Horns,Eye Patch,
9454,Silver Bun,Cat Kimono,Off White C,Smile,,Blue,Striking,9454,6,,,,,
9455,Black Disheveled,Brown Yukata,Off White C,Growl,,Human,Meditating,9455,7,Dragon,,,,
9456,Brown Messy,Maroon Yukata,Off White D,Pout,Hand Wrap,Human,Closed,9456,7,,,,,
9457,Gray Samurai,Maroon Yukata,Off White B,420,Gloves,Blue,Meditating,9457,8,,Frog Headphones,,,
9458,Silver Disheveled,Green Yukata,Off White C,Smoking,Bean Juice,Blue,Suspicious,9458,7,,,,,
9459,Maroon Bob,Hoodie with Bag,Off White B,Relaxed,Bokken,Human,Daydreaming,9459,8,,,,Eye Scar,
9460,Maroon Ponytail,Frog T-Shirt,Off White D,Chewing,Water Orb,Human,Calm,9460,8,,Koi Tattoo,,,
9461,Maroon Bob,Blue Floral Kimono,Off White C,Closed,Hand Wrap,Human,Closed,9461,8,,,,Sleep Mask,
9462,Powder Blue Swept Back,Green Yukata,Off White B,Stubble,,Human,Bored,9462,6,,,,,
9463,Blue Short Spiky,Alpine Jacket,Off White B,Face Mask,Fan,Human,Pensive,9463,7,,,,,
9464,Indigo Messy,Rain Jacket,Off White C,Smirk,,Human,Closed,9464,6,,,,,
9465,Silver Bun,Red Floral Kimono,Off White D,Sleep Bubble,Shuriken,Blue,Closed,9465,8,Chill,,,,
9466,Teal Messy,Maroon Yukata,Off White C,Chuckle,Bat,Human,Tired,9466,7,,,,,
9467,Silver Spiky,White Layered Yukata,Off White D,Chuckle,Skateboard,Human,Meditating,9467,9,,,Broken Straw Hat,Blue Sunglasses,
9468,Buzzcut,Black Blazer,Off White D,Not Bad,Katana,Blue,Chill,9468,10,Chill,Chain,Chef Headband,,
9469,Brown Disheveled,Black Yukata,Off White A,Not Bad,Banner,Human,Closed,9469,10,Small Hoop,Chill Headphones,,Ji Eyeband,
9470,Purple Bun,Light Armor,Cool Gray,Grass,,Human,Amethyst,9470,6,,,,,
9471,Orange Samurai,Camo Tech Jacket,Off White C,Closed,Banner,Human,Closed,9471,9,Blue Fan,,,Sleep Mask,
9472,Maroon Short Spiky,Blue Kimono,Off White D,Chuckle,Coin,Human,Tired,9472,9,,,Cowboy Hat,,Smoke
9473,Black Disheveled,Green Yukata,Off White A,Wheat Straw,Kanabo,Human,Suspicious,9473,9,,Tribal Tattoo,Sandogasa,,
9474,Magenta Long,Black Bomber,Off White B,Smirk,Coin,Human,Closed,9474,8,,,,Ji Eyeband,
9475,Brown Long,Fur Hoodie,Off White C,Meh,Golden Boombox,Human,Careless,9475,9,Ethereum,Tribal Tattoo,,,
9476,Indigo Messy,Red Perfecto Jacket,Off White D,Toothpick,Sake,Human,Chill,9476,7,,,,,
9477,Maroon Ponytail,Bumblebee Jacket,Off White A,Whistling,,Red,Closed,9477,9,Blue Fan,,Cat Ears,Seer Eyeband,
9478,Teal Bangs,Black Hoodie,Red,Toothpick,,Human,Concerned,9478,7,,,Distressed Beanie,,
9479,Powder Blue Pigtails,Light Armor,Off White A,Wheat Straw,,Human,Pierced Eyebrow,9479,6,,,,,
9480,Maroon Short Spiky,White T-Shirt,Off White C,Not Bad,Zanbato,Human,Careless,9480,8,,,Broken Straw Hat,,
9481,Green Samurai,Fur Hoodie,Off White D,Smirk,,Human,Pierced Eyebrow,9481,7,,,,Kabuki Facepaint,
9482,Green Ponytail,Blue Bikini,Off White A,Lipstick,Sake,Human,Daydreaming,9482,7,,,,,
9483,Magenta Messy,Blue Bomber,Off White D,Toothpick,Golden Ticket,Red,Determined,9483,9,Sakura,,,Red Stripes Face Paint,
9484,Blonde Pixie,Vegan Mink Coat,Off White A,Smile,Banner,Human,Daydreaming,9484,8,,Tribal Tattoo,,,
9485,Teal Long,Kimono with Straw Hat,Off White D,Pout,,Human,Focused,9485,8,Ear Cuffs,,,Eye Scar,
9486,Magenta Flowy,Hoshi Jacket,Off White D,Chewing,Skateboard,Human,Daydreaming,9486,8,,,Sloth Baseball Cap,,
9487,Green Ombre Bangs,Frog T-Shirt,Cool Gray,Laughing,Zanbato,Blue,Hopeful,9487,9,,,Straw Hat,Bandaid,
9488,Maroon Ponytail,Black Qipao,Off White A,Smirk,Lantern,Human,Joyful,9488,9,Red Tassel,Koi Tattoo,,,
9489,Blue Hairband,Turquoise Kimono with Bow,Off White A,Lipstick,,Human,Daydreaming,9489,6,,,,,
9490,Blonde Messy,White Hoodie,Off White C,Relaxed,Kanabo,Human,Pensive,9490,7,,,,,
9491,Silver Bob,Blue Floral Kimono,Off White D,Whistling,,Human,Relaxed,9491,7,Corded Earbuds,,,,
9492,Teal Hairband,Sloth T-Shirt,Off White B,Gaiter,Katana,Human,Striking,9492,7,,,,,
9493,Blue Pink Ombre Flowy,Blue Kimono with Bow,Off White C,Smile,Floorsweeper,Human,Joyful,9493,8,,,Full Bandana,,
9494,Indigo Ponytail,Black Qipao,Off White A,Laughing,Katana,Human,Joyful,9494,10,Blue Cylinder,Sneakers,,Black Glasses,
9495,Blue Bun,Turquoise Kimono,Off White B,Grass,Monkey King Staff,Human,Calm,9495,7,,,,,
9496,Teal Hairband,White Hoodie,Off White B,Wheat Straw,,Human,Amethyst,9496,8,,,Cat Headband,Eye Scar,
9497,Silver Hairband,Blue Kimono with Bow,Off White A,Relaxed,Katana,Blue,Ruby,9497,8,Corded Earbuds,,,,
9498,Green Ombre Flowy,Blue Floral Kimono,Off White B,Smile,Coin,Human,Relaxed,9498,10,Wireless Earbuds,Towel,,Red Fang Face Paint,
9499,Brown Samurai,Green Yukata,Dark Purple,Relaxed,Coin,Human,Pensive,9499,8,Stud,,,,
9500,Indigo Pixie,Turquoise Kimono with Bow,Off White D,Laughing,Zanbato,Human,Determined,9500,9,,,Fur Bucket Hat,Black Glasses,
9501,Blonde Swept Back,Sloth Yukata,Dark Blue,Long Stubble,Shuriken,Human,Closed,9501,7,,,,,
9502,Blonde Pixie,Red Ninja Top,Off White B,Frown,Lantern,Human,Calm,9502,7,,,,,
9503,Indigo Long,Brown Yukata,Off White D,Growl,Katana,Human,Determined,9503,9,,,Broken Straw Hat,Red Fang Face Paint,
9504,Powder Blue Disheveled,Bloody Bomber,Off White A,Not Bad,Bokken,Human,Focused,9504,9,Chill,,Red Panda Headband,,
9505,Magenta Long,Kimono with Jacket,Red,Smoking,Coin,Human,Focused,9505,8,,,Azuki Cap,,
9506,Teal Hairband,Bandage Top,Off White D,Smile,,Human,Striking,9506,7,Corded Earbuds,,,,
9507,Magenta Messy,Yellow Jumpsuit,Off White B,Meh,Monk Staff,Human,Bored,9507,9,Ear Cuffs,,Full Bandana,,
9508,Indigo Disheveled,Blue Bomber,Cool Gray,Relaxed,,Human,Meditating,9508,6,,,,,
9509,Indigo Ponytail,Stitched Samurai Armor,Off White C,Frown,Skateboard,Human,Closed,9509,8,,,,Ji Eyeband,
9510,Blue Nightshade Half Bun,Black Hoodie,Off White A,Smirk,Sakura Katana,Human,Suspicious,9510,7,,,,,
9511,Indigo Fluffy,Kimono with Jacket,Off White D,Growl,Leather Katana,Human,Careless,9511,9,,Contract Tattoo,,Black Glasses,
9512,Black Swept Back,White T-Shirt,Off White B,Relaxed,Blue Bean,Human,Tired,9512,7,,,,,
9513,Green Teal Long,Red Perfecto Jacket,Off White B,Toothpick,Shuriken,Human,Careless,9513,9,Yellow Fan,Sneakers,,,
9514,Blonde Bun,Plated Samurai Armor,Off White C,Whistling,Zanbato,Human,Closed,9514,8,,,Ayaigasa,,
9515,Purple Bun,Blue Bikini,Off White A,Smirk,Fan,Human,Amethyst,9515,7,,,,,
9516,Maroon Bob,Blue Kimono with Bow,Off White B,Smile,Bat,Human,Pierced Eyebrow,9516,7,,,,,
9517,Blonde Flowy,Alpine Jacket,Dark Blue,Grass,Umbrella,Human,Ruby,9517,9,,,Sloth Beanie,Black Glasses,
9518,Maroon Fluffy,Hoodie with Bag,Red,Pout,Fan,Human,Closed,9518,7,,,,,
9519,Blue Half Bun,White Blazer,Off White D,Closed,,Human,Suspicious,9519,6,,,,,
9520,Maroon Bun,Blue Kimono with Bow,Off White C,Lipstick,Leather Katana,Human,Daydreaming,9520,7,,,,,
9521,Indigo Bangs,Sloth Hoodie,Off White D,Sleep Bubble,Katana,Human,Closed,9521,8,,Towel,,,
9522,Maroon Fluffy,Blue Kimono,Off White A,Not Bad,Sakura Katana,Human,Careless,9522,8,,,,Round Blue Sunglasses,
9523,Maroon Bun,Light Kimono,Off White C,Smile,Monk Staff,Human,Closed,9523,10,Red Tassel,,Horns,Ji Eyeband,
9524,Maroon Bun,Red Panda Hoodie,Off White A,Chewing,,Human,Relaxed,9524,8,,Tribal Tattoo,,Red Fang Face Paint,
9525,Indigo Ponytail,Yellow Bikini,Off White C,Bubble Gum,Katana,Human,Red,9525,7,,,,,
9526,Purple Pigtails,Lavender Kimono with Bow,Off White D,Gaiter,Coin,Human,Closed,9526,9,,,Yellow Kanzashi,Sleep Mask,
9527,Teal Bun,Light Kimono,Off White A,Laughing,Bean Juice,Human,Calm,9527,8,,,Backwards Cap,,
9528,Silver Bangs,Frog Hoodie,Off White A,Relaxed,,Human,Hopeful,9528,6,,,,,
9529,Blonde Flowy,Black Tech Jacket,Off White A,Smirk,Sake,Human,Red,9529,9,Blue Tassel,,Purple Kanzashi,,
9530,Orange Short Spiky,Hoodie with Bag,Cool Gray,Growl,,Human,Meditating,9530,6,,,,,
9531,Spirit Spiky,White T-Shirt,Off White D,Pout,Bokken,Spirit,Chill,9531,9,,Beads,,Clear Glasses,
9532,Brown Bangs,Red Perfecto Jacket,Cool Gray,Chewing,Hand Wrap,Human,Joyful,9532,8,,,,,Fireflies
9533,Teal Bangs,Light Armor,Off White A,Closed,,Human,Joyful,9533,7,,,,Kabuki Facepaint,
9534,Purple Spiky,Black Tech Jacket,Off White D,Growl,Bat,Human,Bored,9534,7,,,,,
9535,Silver Spiky,Black Blazer,Off White D,Growl,Bat,Human,Chill,9535,10,,Chain,Red Panda Mask,Lipstick Kiss,
9536,Green Ponytail,Lavender Kimono with Bow,Off White C,Lipstick,,Human,Red,9536,6,,,,,
9537,Teal Bob,Cloud Poncho,Off White B,Frown,Bokken,Human,Concerned,9537,8,Corded Earbuds,,,,
9538,Pink Pixie,Lavender Kimono with Bow,Off White C,Wheat Straw,,Human,Concerned,9538,7,,,Pointy Straw Hat,,
9539,Indigo Disheveled,White Blazer,Cool Gray,Relaxed,,Human,Bored,9539,7,,,Red Panda Beanie,,
9540,Blonde Flowy,Blue Qipao,Off White D,Smirk,Floorsweeper,Human,Joyful,9540,9,Sunflower,,,,Smoke
9541,Teal Bangs,Black Hoodie,Off White D,Smile,Fishing Rod,Human,Joyful,9541,7,,,,,
9542,Orange Pixie,Archer,Off White C,Relaxed,,Human,Calm,9542,6,,,,,
9543,Brown Samurai,Azuki Track Jacket,Off White D,Tactical Knife,,Human,Careless,9543,6,,,,,
9544,Blue Spiky,Red Panda Kigurumi,Red,420,Sakura Katana,Human,Closed,9544,7,,,,,
9545,Pink Hairband,Turquoise Kimono,Off White A,Whistling,,Human,Calm,9545,7,,Zen Headphones,,,
9546,Teal Messy,Light Kimono,Off White A,Bubble Gum,,Human,Suspicious,9546,6,,,,,
9547,Magenta Long,Tank Top,Off White C,Growl,Boombox,Human,Bored,9547,7,,,,,
9548,Blue Short Spiky,Azuki Tech Jacket,Dark Purple,Not Bad,Fireball,Human,Tired,9548,9,Ethereum,,Distressed Beanie,,
9549,Brown Messy,Cat T-Shirt,Off White C,Face Mask,,Human,Pensive,9549,7,Yellow Fan,,,,
9550,Indigo Long,Blue Kimono,Off White B,Closed,Shuriken,Human,Curious,9550,7,,,,,
9551,Brown Half Bun,Denim Jacket,Cool Gray,Grass,Lantern,Human,Meditating,9551,8,,,,,Fireflies
9552,Silver Bun,Black Qipao,Off White C,Lipstick,Shinai,Blue,Concerned,9552,8,Sword,,,,
9553,Brown Spiky,Black Hoodie,Off White B,Relaxed,,Human,Bored,9553,6,,,,,
9554,Brown Disheveled,Alpine Jacket,Off White A,Chuckle,Hook Sword,Human,Curious,9554,10,Stud,,Horns,Red Stripes Face Paint,
9555,Dreadlocks,Frog Hoodie,Off White A,Smoking,Water Orb,Human,Striking,9555,8,Yellow Fan,,,,
9556,Silver Long,Shinto Robe,Cool Gray,Chuckle,Fishing Rod,Blue,Careless,9556,9,Spiked Ring,,Pointy Straw Hat,,
9557,Green Samurai,Light Kimono,Off White C,Scroll,Floorsweeper,Human,Bored,9557,10,Chiyogami,Koi Tattoo,,Clear Glasses,
9558,Magenta Long,Fur Hoodie,Off White D,Growl,Bat,Human,Red,9558,8,,,,,Sakura
9559,Brown Spiky,Red Hoodie,Dark Blue,Relaxed,Zanbato,Human,Meditating,9559,8,,,,Lipstick Kiss,
9560,Blonde Messy,Black Yukata,Off White C,Growl,Talisman,Human,Tired,9560,8,,,,,Water
9561,Blonde Flowy,Bloody Bomber,Off White C,Laughing,,Human,Closed,9561,9,,Beads,Frog Baseball Cap,Heart Eye Patch,
9562,Maroon Bob,Lavender Kimono with Bow,Off White B,Laughing,Monkey King Staff,Human,Joyful,9562,7,,,,,
9563,Powder Blue Disheveled,Blue Kimono,Off White C,Gaiter,,Human,Bored,9563,7,Small Hoop,,,,
9564,Indigo Disheveled,Green Yukata,Off White C,Smirk,Lightning Orb,Human,Careless,9564,7,,,,,
9565,Green Ombre Bangs,Red Ninja Top,Off White B,Smile,,Human,Calm,9565,8,,Zen Headphones,,Red Stripes Face Paint,
9566,Indigo Pixie,Blue Kimono with Bow,Off White B,Tongue Out,Lantern,Human,Concerned,9566,8,,,Cat Headband,,
9567,Magenta Flowy,Tank Top with Jacket,Dark Blue,Lipstick,Fan,Human,Closed,9567,8,,,,Sleep Mask,
9568,Blonde Hairband,Red Ninja Top,Dark Blue,Bubble Gum,,Human,Joyful,9568,8,,Sneakers,,Black Glasses,
9569,Indigo Pixie,Blue Floral Kimono,Off White A,Grin,,Human,Closed,9569,8,Wireless Earbuds,,Yellow Kanzashi,,
9570,Silver Bun,Light Kimono,Off White A,Relaxed,Bat,Human,Closed,9570,9,Wireless Earbuds,,,Eye Patch,
9571,Silver Long,Light Kimono,Off White B,Whistling,Monkey King Staff,Blue,Pensive,9571,7,,,,,
9572,Brown Half Bun,Dress Shirt,Red,Smoking,Floorsweeper,Human,Ruby,9572,7,,,,,
9573,Magenta Messy,Vest,Off White D,Smirk,Blue Bean,Human,Closed,9573,9,,,Backwards Cap,Eye Patch,
9574,Blonde Bun,Black Bomber,Off White B,Relaxed,Fan,Human,Daydreaming,9574,8,,Chill Headphones,,,
9575,Powder Blue Pigtails,Hoodie with Bag,Off White A,Lipstick,Zanbato,Human,Determined,9575,8,,,Straw Hat,,
9576,Powder Blue Swept Back,White Yukata,Off White A,Meh,,Human,Chill,9576,8,,Koi Tattoo,,,Smoke
9577,Powder Blue Pigtails,Light Kimono,Off White B,Smile,Bat,Human,Relaxed,9577,8,,,,Red Fang Face Paint,
9578,Powder Blue Pigtails,Blue Floral Kimono,Red,Grass,Lantern,Human,Daydreaming,9578,9,Ear Cuffs,,Frog Mask,,
9579,Silver Short Spiky,Brown Yukata,Off White A,Relaxed,Leather Katana,Human,Chill,9579,8,,,Distressed Beanie,,
9580,Purple Bangs,Red Floral Kimono,Off White C,Bubble Gum,Fishing Rod,Human,Amethyst,9580,7,,,,,
9581,Brown Dreadlocks,Rain Jacket,Off White B,Laughing,Lantern,Human,Striking,9581,7,,,,,
9582,Black Disheveled,Black Bomber,Off White B,420,Bean Juice,Human,Chill,9582,10,,Chill Headphones,Chef Headband,Round Blue Sunglasses,
9583,Green Spiky,Green Yukata,Off White B,Closed,Fan,Human,Tired,9583,7,,,,,
9584,Spirit Bob,Blue Kimono with Bow,Off White C,Closed,Hand Wrap,Spirit,Joyful,9584,7,,,,,
9585,Indigo Disheveled,Red Panda Yukata,Off White D,Long Stubble,Shinai,Human,Suspicious,9585,8,,,,Red Stripes Face Paint,
9586,Brown Blonde Flowy,Camo Hoodie,Off White D,Face Mask,Bat,Human,Striking,9586,8,,,,Round Blue Sunglasses,
9587,Blue Hairband,Red Panda Kigurumi,Red,Closed,Leather Katana,Human,Concerned,9587,7,,,,,
9588,Magenta Long,Light Kimono,Off White B,Meh,Sakura Katana,Red,Closed,9588,10,Chill,Towel,,Sleep Mask,
9589,Silver Long,Light Kimono,Off White C,Grass,,Blue,Pensive,9589,7,,,IKZ Baseball Cap,,
9590,Buzzcut,Suit with Turtleneck,Red,Scroll,Sakura Katana,Human,Careless,9590,8,,,Cowboy Hat,,
9591,Silver Bangs,Red Qipao with Fur,Off White D,Grass,Shinai,Human,Relaxed,9591,9,,Beads,IKZ Baseball Cap,,
9592,Maroon Half Bun,Red Hoodie,Red,Relaxed,Sake,Human,Bored,9592,7,,,,,
9593,Indigo Long,Black Kimono,Red,Wheat Straw,Sakura Katana,Human,Pierced Eyebrow,9593,9,,Red Panda Headphones,,Black Glasses,
9594,Teal Bob,Sloth T-Shirt,Off White B,Toothpick,Coin,Human,Relaxed,9594,8,,,,Red Fang Face Paint,
9595,Purple Pigtails,Light Armor,Off White B,Grin,Banner,Human,Daydreaming,9595,7,,,,,
9596,Buzzcut,Black T-Shirt,Cool Gray,Chuckle,Zanbato,Human,Focused,9596,10,Yellow Fan,,Red Panda Headband,Bandaid,
9597,Brown Spiky,Kimono with Straw Hat,Off White C,Chuckle,Katana,Human,Pensive,9597,8,,Beads,,,
9598,Silver Spiky,Kimono with Jacket,Off White B,Bubble Gum,,Blue,Tired,9598,7,,Chill Headphones,,,
9599,Purple Pigtails,Cloud Poncho,Off White C,Lipstick,Katana,Human,Amethyst,9599,8,,,,Red Fang Face Paint,
9600,Magenta Long,Red Hoodie,Off White A,Growl,Skateboard,Human,Indifferent,9600,8,,,Newsboy Cap,,
9601,Brown Disheveled,Black Yukata,Off White B,Relaxed,,Human,Careless,9601,7,,,Chef Headband,,
9602,Brown Long,Kung Fu Shirt,Off White A,Relaxed,,Human,Indifferent,9602,8,Chiyogami,,Cat Headband,,
9603,Blonde Swept Back,Red Kimono,Red,Bubble Gum,Kanabo,Human,Pensive,9603,10,Skull Ear Cuffs,Chain,,Clear Glasses,
9604,Black Disheveled,Black Yukata,Cool Gray,Chuckle,Golden Kanabo,Human,Glowing,9604,8,,,,,Fireflies
9605,Spirit Fluffy,,Cool Gray,Pout,Golden Shuriken,Spirit,Chill,9605,9,Small Hoop,Golden Headphones,,,Fireflies
9606,Brown Blonde Long,Red Hoodie,Off White B,420,,Human,Tired,9606,6,,,,,
9607,Blonde Bob,Blue Bomber,Off White C,Smirk,Bat,Human,Determined,9607,8,,,,Kabuki Facepaint,
9608,Spirit Fluffy,Black Kimono,Dark Blue,Meh,Katana,Spirit,Chill,9608,8,,,Broken Straw Hat,,
9609,Brown Fluffy,Bumblebee Jacket,Off White C,Sleep Bubble,Banner,Human,Closed,9609,10,Spiked Ring,Tribal Tattoo,,Bandaid,
9610,Maroon Fluffy,White T-Shirt,Off White C,Not Bad,Hook Sword,Human,Suspicious,9610,7,,,,,
9611,Blonde Swept Back,Cat Kigurumi,Off White B,Whistling,Monk Staff,Human,Bored,9611,7,,,,,
9612,Brown Messy,Alpine Jacket,Off White C,Smoking,Leather Katana,Human,Careless,9612,8,,Tribal Tattoo,,,
9613,Silver Spiky,Shinto Robe,Dark Blue,Whistling,Bat,Human,Closed,9613,9,,,Beret,Seer Eyeband,
9614,Maroon Ponytail,Light Armor,Off White C,Lipstick,Fishing Rod,Red,Ruby,9614,8,,,Purple Kanzashi,,
9615,Maroon Disheveled,Black Yukata,Red,Relaxed,Gloves,Human,Determined,9615,7,,,,,
9616,Black Pigtails,Archer,Off White C,Closed,Coin,Human,Concerned,9616,8,Sunflower,,,,
9617,Buzzcut,Maroon Yukata,Off White C,Whistling,Lantern,Blue,Focused,9617,9,Small Hoop,,IKZ Baseball Cap,,
9618,Orange Swept Back,Azuki Sweater,Cool Gray,Bubble Gum,Kanabo,Human,Indifferent,9618,9,,,,Red Fang Face Paint,Fireflies
9619,Maroon Bun,Light Armor,Off White B,Toothpick,Water Orb,Red,Calm,9619,11,Frog,Tribal Tattoo,Purple Kanzashi,Reading Glasses,
9620,Green Half Bun,Yellow Bikini,Off White A,Grass,,Human,Closed,9620,7,,Tribal Tattoo,,,
9621,Brown Flowy,Azuki Tech Jacket,Off White B,Laughing,,Human,Joyful,9621,8,Red Cylinder,,,Kabuki Facepaint,
9622,Brown Disheveled,Blue Kimono,Off White A,Face Mask,Zanbato,Human,Chill,9622,9,Skull Ear Cuffs,,,Black Glasses,
9623,Green Spiky,White Hoodie,Off White C,Bubble Gum,Golden Kanabo,Human,Pensive,9623,7,,,,,
9624,Indigo Long,Azuki Tech Jacket,Off White C,420,Leather Katana,Human,Meditating,9624,9,Wu,,,Blue Sunglasses,
9625,Brown Disheveled,Black T-Shirt,Red,Closed,Guitar,Human,Pensive,9625,7,,,,,
9626,Purple Bun,Black Hoodie,Off White C,Grin,Leather Katana,Human,Closed,9626,8,,,,Sleep Mask,
9627,Blue Bun,Red Ninja Top,Off White C,Closed,Shuriken,Human,Closed,9627,9,,,Beret,Heart Eye Patch,
9628,Maroon Ponytail,Hawaiian Shirt,Off White A,Closed,,Human,Pierced Eyebrow,9628,7,,,,,Sakura
9629,Teal Messy,Hoodie with Bag,Off White C,Scroll,Zanbato,Human,Determined,9629,8,,,Black Bucket Hat,,
